Name,Country,Industry,mvUsd
TFS Financial Corp,United States,Financials,3878149
TG Therapeutics Inc,United States,Health Care,13428138
THG PLC,United Kingdom,Consumer Staples,10047911
THK Co Ltd,Japan,Industrials,42755021
TI Fluid Systems PLC,United Kingdom,Consumer Discretionary,9314012
TIM SA/Brazil,Brazil,Telecommunications,59232828
TIME dotCom Bhd,Malaysia,Telecommunications,34876070
TIS Inc,Japan,Technology,103733967
TJX Cos Inc/The,United States,Consumer Discretionary,879275848
TK Corp,South Korea,Basic Materials,7054817
TKC Corp,Japan,Industrials,8561127
TKG Huchems Co Ltd,South Korea,Basic Materials,3309450
TKH Group NV,Netherlands,Industrials,41571328
TKP Corp,Japan,Industrials,3203039
TLG Immobilien AG,Germany,Real Estate,608333
TMBThanachart Bank PCL,Thailand,Financials,22004856
TMX Group Ltd,Canada,Financials,61823705
TOA Paint Thailand PCL,Thailand,Industrials,533160
TOC Co Ltd,Japan,Real Estate,3251646
TOKAI Holdings Corp,Japan,Industrials,6779164
TOMONY Holdings Inc,Japan,Financials,3311478
TOPPAN INC,Japan,Industrials,65269660
TORM PLC,Denmark,Industrials,21000044
TOTO Ltd,Japan,Industrials,61829754
TOTVS SA,Brazil,Technology,61021286
TOWER Ltd,New Zealand,Financials,635139
TP ICAP Group PLC,United Kingdom,Financials,35873998
TPG Inc,United States,Financials,55992262
TPG Telecom Ltd,Australia,Telecommunications,13801642
TPI Polene PCL,Thailand,Industrials,661391
TPI Polene Power PCL,Thailand,Utilities,1353060
TPK Holding Co Ltd,Taiwan,Technology,6261490
TPR Co Ltd,Japan,Consumer Discretionary,1585737
TQM Alpha PCL,Thailand,Financials,10401126
TRE Holdings Corp,Japan,Utilities,21096647
TS Tech Co Ltd,Japan,Consumer Discretionary,16478498
TSE Co Ltd,South Korea,Technology,346678
TSEC Corp,Taiwan,Energy,7490761
TSI Holdings Co Ltd,Japan,Consumer Discretionary,2031777
TSRC Corp,Taiwan,Basic Materials,11545745
TTEC Holdings Inc,United States,Industrials,7381272
TTK Prestige Ltd,India,Consumer Discretionary,2836308
TTM Technologies Inc,United States,Technology,8662329
TTS Transport Trade Services SA,Romania,Industrials,1003664
TTW PCL,Thailand,Utilities,1302510
TTY Biopharm Co Ltd,Taiwan,Health Care,9643466
TUI AG,United Kingdom,Consumer Discretionary,41039233
TV Asahi Holdings Corp,Japan,Consumer Discretionary,1213612
TV18 Broadcast Ltd,India,Consumer Discretionary,25199996
TVS Motor Co Ltd,India,Consumer Discretionary,23594075
TX Group AG,Switzerland,Consumer Discretionary,8419939
TXC Corp,Taiwan,Technology,11099222
TY Holdings Co Ltd/Korea,South Korea,Utilities,677163
TYC Brother Industrial Co Ltd,Taiwan,Consumer Discretionary,4115155
Ta Win Holdings BHD,Malaysia,Industrials,2130756
Ta Ya Electric Wire & Cable,Taiwan,Industrials,1435262
Taaleem Holdings PSC,United Arab Emirates,Consumer Discretionary,26029754
Taaleem Management Services Co SAE,Egypt,Consumer Discretionary,3529546
Tabcorp Holdings Ltd,Australia,Consumer Discretionary,29721611
Tachi-S Co Ltd,Japan,Consumer Discretionary,2336454
Tachibana Eletech Co Ltd,Japan,Technology,1627955
Tadano Ltd,Japan,Industrials,21461881
Taeyoung Engineering & Construction Co Ltd,South Korea,Industrials,311344
TaiDoc Technology Corp,Taiwan,Health Care,3533211
TaiMed Biologics Inc,Taiwan,Health Care,5237719
Taichung Commercial Bank Co Ltd,Taiwan,Financials,25443358
Taiflex Scientific Co Ltd,Taiwan,Technology,4123546
Taigen Biopharmaceuticals Holdings Ltd,Taiwan,Health Care,1633716
Taihan Electric Wire Co Ltd,South Korea,Industrials,4374572
Taihei Dengyo Kaisha Ltd,Japan,Industrials,3583099
Taiheiyo Cement Corp,Japan,Industrials,25241727
Taiho Kogyo Co Ltd,Japan,Consumer Discretionary,369737
Taiji Computer Corp Ltd,China,Technology,8092665
Taikisha Ltd,Japan,Industrials,6076275
Taiko Pharmaceutical Co Ltd,Japan,Health Care,799377
Taisei Corp,Japan,Industrials,87310713
Taisei Lamick Co Ltd,Japan,Industrials,1207126
Taishin Financial Holding Co Ltd,Taiwan,Financials,81753982
Taisho Pharmaceutical Holdings Co Ltd,Japan,Health Care,38508538
Taiwan Business Bank,Taiwan,Financials,32890803
Taiwan Cement Corp,Taiwan,Industrials,101551703
Taiwan Cogeneration Corp,Taiwan,Utilities,3834308
Taiwan Cooperative Financial Holding Co Ltd,Taiwan,Financials,126700690
Taiwan Fertilizer Co Ltd,Taiwan,Basic Materials,19484928
Taiwan Fire & Marine Insurance Co Ltd,Taiwan,Financials,1404137
Taiwan Glass Industry Corp,Taiwan,Industrials,18973123
Taiwan High Speed Rail Corp,Taiwan,Industrials,31177832
Taiwan Hon Chuan Enterprise Co Ltd,Taiwan,Industrials,16419924
Taiwan Land Development Corp,Taiwan,Real Estate,176231
Taiwan Mask Corp,Taiwan,Technology,5547367
Taiwan Mobile Co Ltd,Taiwan,Telecommunications,79027201
Taiwan PCB Techvest Co Ltd,Taiwan,Technology,5757534
Taiwan Paiho Ltd,Taiwan,Basic Materials,7556306
Taiwan Sakura Corp,Taiwan,Consumer Discretionary,478850
Taiwan Sanyo Electric Co Ltd,Taiwan,Consumer Discretionary,666890
Taiwan Secom Co Ltd,Taiwan,Industrials,14116217
Taiwan Semiconductor Co Ltd,Taiwan,Technology,9765223
Taiwan Semiconductor Manufacturing Co Ltd,Taiwan,Technology,6094859620
Taiwan Shin Kong Security Co Ltd,Taiwan,Industrials,1284076
Taiwan Styrene Monomer,Taiwan,Industrials,3766508
Taiwan Surface Mounting Technology Corp,Taiwan,Technology,12910017
Taiwan TEA Corp,Taiwan,Consumer Staples,1083219
Taiwan Union Technology Corp,Taiwan,Technology,3281118
Taiwan-Asia Semiconductor Corp,Taiwan,Technology,9012021
Taiyen Biotech Co Ltd,Taiwan,Consumer Staples,2847530
Taiyo Holdings Co Ltd,Japan,Basic Materials,17062541
Taiyo Yuden Co Ltd,Japan,Technology,71406797
Takamatsu Construction Group Co Ltd,Japan,Industrials,2355561
Takamiya Co Ltd,Japan,Industrials,2371643
Takaoka Toko Co Ltd,Japan,Industrials,1317904
Takara Bio Inc,Japan,Health Care,12677125
Takara Holdings Inc,Japan,Consumer Staples,24364630
Takara Leben Real Estate Investment Corp,Japan,Real Estate,3725287
Takara Standard Co Ltd,Japan,Industrials,4887589
Takasago International Corp,Japan,Basic Materials,2669506
Takasago Thermal Engineering Co Ltd,Japan,Industrials,17746895
Takashimaya Co Ltd,Japan,Consumer Discretionary,31283776
Take off SpA,Italy,Consumer Discretionary,1897318
Take-Two Interactive Software Inc,United States,Consumer Discretionary,201315779
Takeda Pharmaceutical Co Ltd,Japan,Health Care,756074240
Takeuchi Manufacturing Co Ltd,Japan,Industrials,17791644
Taki Chemical Co Ltd,Japan,Basic Materials,1422305
Takihyo Co Ltd,Japan,Consumer Discretionary,29362
Takkt AG,Germany,Industrials,10760830
Takuma Co Ltd,Japan,Industrials,6242158
Talaat Moustafa Group,Egypt,Real Estate,23888363
Talanx AG,Germany,Financials,102837385
Talgo SA,Spain,Industrials,4464117
Tallinna Kaubamaja Grupp AS,Estonia,Consumer Discretionary,1769263
Tama Home Co Ltd,Japan,Real Estate,686186
Tamburi Investment Partners SpA,Italy,Financials,17864745
Tamron Co Ltd,Japan,Consumer Discretionary,2661202
Tamura Corp,Japan,Technology,8006286
Tandem Diabetes Care Inc,United States,Health Care,28451013
Tanger Factory Outlet Centers Inc,United States,Real Estate,16662618
Tangshan Sanyou Chemical Industries Co Ltd,China,Basic Materials,8317984
Tanla Platforms Ltd,India,Technology,3721937
Tanseisha Co Ltd,Japan,Industrials,8926595
Tapestry Inc,United States,Consumer Discretionary,71991154
Tapex Co Ltd,South Korea,Basic Materials,2956445
Targa Resources Corp,United States,Energy,99689741
Target Corp,United States,Consumer Discretionary,709284937
Tarkett SA,France,Industrials,676251
Taro Pharmaceutical Industries Ltd,United States,Health Care,1765342
Tata Chemicals Ltd,India,Basic Materials,14711069
Tata Communications Ltd,India,Telecommunications,85014706
Tata Consultancy Services Ltd,India,Technology,414234184
Tata Consumer Products Ltd,India,Consumer Staples,167416791
Tata Elxsi Ltd,India,Technology,22272662
Tata Motors Ltd,India,Consumer Discretionary,114383544
Tata Steel Ltd,India,Basic Materials,170583331
Tata Teleservices Maharashtra Ltd,India,Telecommunications,2631739
Tate & Lyle PLC,United Kingdom,Consumer Staples,155940812
Tatsuta Electric Wire and Cable Co Ltd,Japan,Industrials,1886083
Tatung Co Ltd,Taiwan,Technology,22999626
Tayca Corp,Japan,Basic Materials,955682
Taylor Morrison Home Corp,United States,Consumer Discretionary,32973454
Taylor Wimpey PLC,United Kingdom,Consumer Discretionary,118435094
Team17 Group PLC,United Kingdom,Consumer Discretionary,7574982
TeamLease Services Ltd,India,Industrials,1352803
TeamSpirit Inc,Japan,Technology,901112
TeamViewer AG,Germany,Technology,90340831
Tecan Group AG,Switzerland,Health Care,259490175
Tech Mahindra Ltd,India,Technology,240543973
TechMatrix Corp,Japan,Technology,19080610
TechTarget Inc,United States,Technology,4587527
Technicolor Creative Studios SA,France,Consumer Discretionary,6332
Technip Energies NV,France,Energy,23116077
TechnipFMC PLC,United States,Energy,25937065
TechnoPro Holdings Inc,Japan,Technology,44270551
Technogym SpA,Italy,Consumer Discretionary,22626341
Technology One Ltd,Australia,Technology,19327339
Technoprobe SpA,Italy,Technology,2555165
Techtronic Industries Co Ltd,Hong Kong,Industrials,265687837
Teck Resources Ltd,Canada,Basic Materials,286990228
Tecnicas Reunidas SA,Spain,Energy,8226437
Teco Electric and Machinery Co Ltd,Taiwan,Industrials,29830955
Teejay Lanka PLC,Sri Lanka,Consumer Discretionary,1942485
Tegma Gestao Logistica SA,Brazil,Industrials,6286685
Teijin Ltd,Japan,Basic Materials,25038469
Teikoku Electric Manufacturing Co Ltd,Japan,Industrials,2242250
Teikoku Sen-I Co Ltd,Japan,Consumer Discretionary,1737224
Tejas Networks Ltd,India,Telecommunications,19852422
Tekken Corp,Japan,Industrials,1445982
Teladoc Health Inc,United States,Health Care,34631807
Telcon RF Pharmaceutical Inc,South Korea,Telecommunications,428150
Tele2 AB,Sweden,Telecommunications,107012162
Telecom Egypt Co,Egypt,Telecommunications,3665720
Telecom Italia SpA/Milano,Italy,Telecommunications,108817523
Telecom Plus PLC,United Kingdom,Telecommunications,45723130
Teledyne Technologies Inc,United States,Industrials,162571413
Teleflex Inc,United States,Health Care,101619131
Telefonaktiebolaget LM Ericsson,Sweden,Telecommunications,410671364
Telefonica Deutschland Holding AG,Germany,Telecommunications,58013309
Telefonica SA,Spain,Telecommunications,403612235
Telekom Austria AG,Austria,Telecommunications,23392217
Telekom Malaysia Bhd,Malaysia,Telecommunications,34777230
Telekom Slovenije DD,Slovenia,Telecommunications,8791205
Telenet Group Holding NV,Belgium,Telecommunications,30994481
Teleperformance,France,Industrials,396986905
Telephone and Data Systems Inc,United States,Telecommunications,8836010
Television Broadcasts Ltd,Hong Kong,Consumer Discretionary,2100595
Television Francaise 1,France,Consumer Discretionary,19226710
Telia Co AB,Sweden,Telecommunications,119441868
Telix Pharmaceuticals Ltd,Australia,Health Care,16353408
Telkom Indonesia Persero Tbk PT,Indonesia,Telecommunications,133759111
Telkom SA SOC Ltd,South Africa,Telecommunications,33820516
Telstra Group Ltd,Australia,Telecommunications,207715507
Temenos AG,Switzerland,Technology,40079664
Temple & Webster Group Ltd,Australia,Consumer Discretionary,3658275
Tempur Sealy International Inc,United States,Consumer Discretionary,52109988
Tenable Holdings Inc,United States,Technology,42934124
Tenaris SA,Italy,Energy,331057129
Tencent Holdings Ltd,China,Technology,3782320811
Tencent Music Entertainment Group,China,Technology,52070626
Tenet Healthcare Corp,United States,Health Care,65580005
Tenma Corp,Japan,Industrials,1892605
Tennant Co,United States,Industrials,13966169
Tera Light Ltd,Israel,Financials,33167
Teradata Corp,United States,Technology,41629140
Teradyne Inc,United States,Technology,98510273
Terex Corp,United States,Industrials,30229185
Terna - Rete Elettrica Nazionale,Italy,Utilities,136616795
Terna Energy SA,Greece,Utilities,16242531
Ternium SA,Mexico,Basic Materials,1048208
TerraSky Co Ltd,Japan,Technology,1136846
Terreno Realty Corp,United States,Real Estate,49504539
Terumo Corp,Japan,Health Care,282646581
Terveystalo Oyj,Finland,Health Care,10740951
Tesco PLC,United Kingdom,Consumer Staples,578049296
Tesla Inc,United States,Consumer Discretionary,3392477099
Tess Holdings Co Ltd,Japan,Utilities,1771215
Tessenderlo Group SA,Belgium,Basic Materials,22810741
Test Research Inc,Taiwan,Technology,8082707
Test Rite International Co Ltd,Taiwan,Industrials,762521
Tetra Tech Inc,United States,Industrials,132467726
Teva Pharmaceutical Industries Ltd,Israel,Health Care,103739945
Texas Capital Bancshares Inc,United States,Financials,29735001
Texas Instruments Inc,United States,Technology,1528545387
Texas Roadhouse Inc,United States,Consumer Discretionary,36003558
Texwinca Holdings Ltd,Hong Kong,Basic Materials,1398792
Thai Airways International PCL,Thailand,Consumer Discretionary,20863
Thai Beverage PCL,Thailand,Consumer Staples,37578215
Thai Life Insurance PCL,Thailand,Financials,9904123
Thai Oil PCL,Thailand,Energy,51079148
Thai Stanley Electric PCL,Thailand,Consumer Discretionary,5815922
Thai Vegetable Oil PCL,Thailand,Consumer Staples,913913
Thaicom PCL,Thailand,Telecommunications,1325041
Thales SA,France,Industrials,377758461
Thanachart Capital PCL,Thailand,Financials,23867839
Theme International Holdings Ltd,Hong Kong,Consumer Discretionary,1012
Theravance Biopharma Inc,United States,Health Care,6119691
Thermax Ltd,India,Industrials,5001531
Thermo Fisher Scientific Inc,United States,Health Care,3070727841
Thermon Group Holdings Inc,United States,Industrials,1283112
Thinking Electronic Industrial Co Ltd,Taiwan,Technology,2392413
Thomson Medical Group Ltd,Singapore,Health Care,4539196
Thomson Reuters Corp,Canada,Financials,202804500
Thong Guan Industries Bhd,Malaysia,Industrials,10424878
Thor Industries Inc,United States,Consumer Discretionary,37270998
Thoughtworks Holding Inc,United States,Technology,6199545
Three-A Resources BHD,Malaysia,Consumer Staples,1348468
Thule Group AB,Sweden,Consumer Discretionary,55049194
Thunder Software Technology Co Ltd,China,Technology,35770002
Tian Lun Gas Holdings Ltd,China,Utilities,870198
Tiangong International Co Ltd,China,Basic Materials,25755225
Tianjin Capital Environmental Protection Group Co Ltd,China,Utilities,3712029
Tianli International Holdings Ltd,China,Consumer Discretionary,16659607
Tianneng Power International Ltd,China,Consumer Discretionary,1604725
Tianqi Lithium Corp,China,Basic Materials,31536418
Tidewater Inc,United States,Energy,2597925
TietoEVRY Oyj,Finland,Technology,41523313
Tiger Brands Ltd,South Africa,Consumer Staples,1923075
Tigerair Taiwan Co Ltd,Taiwan,Consumer Discretionary,2080074
Tim SA/Siechnice,Poland,Industrials,3450200
Timah Tbk PT,Indonesia,Basic Materials,751566
Times China Holdings Ltd,China,Real Estate,193
Timken Co/The,United States,Basic Materials,43603178
Timken India Ltd,India,Basic Materials,3978391
Tinexta Spa,Italy,Financials,31094259
Tingyi Cayman Islands Holding Corp,China,Consumer Staples,40788037
Tipco Asphalt PCL,Thailand,Industrials,14581815
Tisco Financial Group PCL,Thailand,Financials,3249697
Titan Cement International SA,Belgium,Industrials,405296
Titan Co Ltd,India,Consumer Discretionary,97428137
Toa Corp/Hyogo,Japan,Technology,1195748
Toa Corp/Tokyo,Japan,Industrials,2687805
Toagosei Co Ltd,Japan,Basic Materials,6314916
Toast Inc,United States,Technology,47642364
Tobu Railway Co Ltd,Japan,Industrials,74318400
Tocalo Co Ltd,Japan,Industrials,15897847
Tochigi Bank Ltd/The,Japan,Financials,5299846
Tod's SpA,Italy,Consumer Discretionary,4366647
Toda Corp,Japan,Industrials,17398356
Toda Kogyo Corp,Japan,Basic Materials,342
Toei Animation Co Ltd,Japan,Consumer Discretionary,11081345
Toei Co Ltd,Japan,Consumer Discretionary,7812043
Toenec Corp,Japan,Industrials,1777256
Toho Bank Ltd/The,Japan,Financials,1954026
Toho Co Ltd/Kobe,Japan,Consumer Staples,83235
Toho Co Ltd/Tokyo,Japan,Consumer Discretionary,69618700
Toho Gas Co Ltd,Japan,Utilities,11352740
Toho Holdings Co Ltd,Japan,Health Care,11193484
Toho Titanium Co Ltd,Japan,Basic Materials,27753042
Toho Zinc Co Ltd,Japan,Basic Materials,1735875
Tohoku Electric Power Co Inc,Japan,Utilities,11543652
Tohokushinsha Film Corp,Japan,Consumer Discretionary,40684
Tokai Carbon Co Ltd,Japan,Basic Materials,15852613
Tokai Carbon Korea Co Ltd,South Korea,Technology,14914928
Tokai Corp/Gifu,Japan,Health Care,2446832
Tokai Rika Co Ltd,Japan,Consumer Discretionary,4836188
Tokai Tokyo Financial Holdings Inc,Japan,Financials,5019505
Token Corp,Japan,Consumer Discretionary,5161862
Tokio Marine Holdings Inc,Japan,Financials,921128445
Tokmanni Group Corp,Finland,Consumer Discretionary,9213846
Tokushu Tokai Paper Co Ltd,Japan,Basic Materials,307437
Tokuyama Corp,Japan,Basic Materials,8518930
Tokyo Base Co Ltd,Japan,Consumer Discretionary,709782
Tokyo Cement Co Lanka PLC,Sri Lanka,Industrials,342331
Tokyo Century Corp,Japan,Financials,39304791
Tokyo Electric Power Co Holdings Inc,Japan,Utilities,39286458
Tokyo Electron Device Ltd,Japan,Technology,5722415
Tokyo Electron Ltd,Japan,Technology,680678349
Tokyo Energy & Systems Inc,Japan,Industrials,2105075
Tokyo Gas Co Ltd,Japan,Utilities,78614959
Tokyo Individualized Educational Institute Inc,Japan,Consumer Discretionary,801534
Tokyo Kiraboshi Financial Group Inc,Japan,Financials,3691169
Tokyo Ohka Kogyo Co Ltd,Japan,Basic Materials,48555661
Tokyo Rakutenchi Co Ltd,Japan,Real Estate,937724
Tokyo Rope Manufacturing Co Ltd,Japan,Basic Materials,1524
Tokyo Seimitsu Co Ltd,Japan,Technology,11705325
Tokyo Steel Manufacturing Co Ltd,Japan,Basic Materials,2907234
Tokyo Tatemono Co Ltd,Japan,Real Estate,35576549
Tokyo Tekko Co Ltd,Japan,Basic Materials,464
Tokyotokeiba Co Ltd,Japan,Consumer Discretionary,5556516
Tokyu Construction Co Ltd,Japan,Industrials,3041637
Tokyu Corp,Japan,Industrials,96490203
Tokyu Fudosan Holdings Corp,Japan,Real Estate,44896626
Tokyu REIT Inc,Japan,Real Estate,8948236
Toli Corp,Japan,Industrials,373592
Toll Brothers Inc,United States,Consumer Discretionary,53701740
TomTom NV,Netherlands,Technology,9822760
Tomoku Co Ltd,Japan,Basic Materials,1304400
Tomy Co Ltd,Japan,Consumer Discretionary,13225802
Ton Yi Industrial Corp,Taiwan,Industrials,6894779
Tonami Holdings Co Ltd,Japan,Industrials,1613248
Tong Hsing Electronic Industries Ltd,Taiwan,Technology,12475922
Tong Yang Industry Co Ltd,Taiwan,Consumer Discretionary,13211617
Tong-Tai Machine & Tool Co Ltd,Taiwan,Industrials,920448
Tongcheng Travel Holdings Ltd,China,Consumer Discretionary,38569868
Tongdao Liepin Group,China,Industrials,742873
Tongkun Group Co Ltd,China,Basic Materials,21591792
Tongwei Co Ltd,China,Consumer Staples,38744913
Tongyang Inc,South Korea,Industrials,710521
Tongyang Life Insurance Co Ltd,South Korea,Financials,1113587
Top Glove Corp Bhd,Malaysia,Health Care,68974
TopBuild Corp,United States,Industrials,70297968
Topchoice Medical Corp,China,Health Care,6162254
Topco Scientific Co Ltd,Taiwan,Technology,13607361
Topcon Corp,Japan,Industrials,29422144
Topdanmark AS,Denmark,Financials,65118639
Topgolf Callaway Brands Corp,United States,Consumer Discretionary,27643166
Topicus.com Inc,Canada,Technology,4381614
Topkey Corp,Taiwan,Consumer Discretionary,6090970
Topre Corp,Japan,Consumer Discretionary,15984034
Topsports International Holdings Ltd,China,Consumer Discretionary,28806263
Toptec Co Ltd,South Korea,Technology,691560
Topy Industries Ltd,Japan,Basic Materials,2856894
Toray Industries Inc,Japan,Basic Materials,47434123
Toridoll Holdings Corp,Japan,Consumer Discretionary,927321
Torii Pharmaceutical Co Ltd,Japan,Health Care,4061424
Torishima Pump Manufacturing Co Ltd,Japan,Industrials,907945
Toro Co/The,United States,Industrials,118096806
Toromont Industries Ltd,Canada,Industrials,63549323
Toronto-Dominion Bank/The,Canada,Financials,1455071015
Torrent Pharmaceuticals Ltd,India,Health Care,50206998
Torrent Power Ltd,India,Utilities,10163746
Tosei Corp,Japan,Real Estate,14832455
Tosei Reit Investment Corp,Japan,Real Estate,2027611
Toshiba Corp,Japan,Industrials,233506160
Toshiba TEC Corp,Japan,Industrials,14762072
Tosho Co Ltd,Japan,Consumer Discretionary,1731000
Tosoh Corp,Japan,Basic Materials,52073349
Total Access Communication PCL,Thailand,Telecommunications,42494806
TotalEnergies SE,France,Energy,4511437680
Totetsu Kogyo Co Ltd,Japan,Industrials,16505845
Toung Loong Textile Manufacturing,Taiwan,Basic Materials,998167
Tourism Holdings Ltd,New Zealand,Consumer Discretionary,1980701
Towa Bank Ltd/The,Japan,Financials,1531237
Towa Corp,Japan,Technology,11793945
Towa Pharmaceutical Co Ltd,Japan,Health Care,3934949
Tower Bersama Infrastructure Tbk PT,Indonesia,Telecommunications,15078567
Tower Semiconductor Ltd,Israel,Technology,4822851
Towne Bank/Portsmouth VA,United States,Financials,18039951
Towngas Smart Energy Co Ltd,China,Utilities,9650739
Toya SA,Poland,Industrials,2171359
Toyo Construction Co Ltd,Japan,Industrials,4334550
Toyo Corp/Chuo-ku,Japan,Industrials,1991455
Toyo Ink SC Holdings Co Ltd,Japan,Industrials,4278146
Toyo Kanetsu KK,Japan,Industrials,1346161
Toyo Securities Co Ltd,Japan,Financials,24
Toyo Seikan Group Holdings Ltd,Japan,Industrials,27974225
Toyo Suisan Kaisha Ltd,Japan,Consumer Staples,70440959
Toyo Tanso Co Ltd,Japan,Basic Materials,3781515
Toyo Tire Corp,Japan,Consumer Discretionary,29612442
Toyobo Co Ltd,Japan,Basic Materials,15294146
Toyoda Gosei Co Ltd,Japan,Consumer Discretionary,17006549
Toyota Boshoku Corp,Japan,Consumer Discretionary,8102145
Toyota Industries Corp,Japan,Consumer Discretionary,160188568
Toyota Motor Corp,Japan,Consumer Discretionary,2349858395
Toyota Tsusho Corp,Japan,Industrials,134269070
Track & Field Co SA,Brazil,Consumer Discretionary,9865460
Tractor Supply Co,United States,Consumer Discretionary,263188354
Trade Desk Inc/The,United States,Consumer Discretionary,95746435
Tradeweb Markets Inc,United States,Financials,72442336
Trainline PLC,United Kingdom,Consumer Discretionary,29881315
Trancom Co Ltd,Japan,Industrials,12204184
Trane Technologies PLC,United States,Industrials,522337154
TransAlta Renewables Inc,Canada,Utilities,11012795
TransDigm Group Inc,United States,Industrials,173165713
TransMedics Group Inc,United States,Health Care,8760413
TransUnion,United States,Industrials,117118153
Transaction Capital Ltd,South Africa,Financials,19875428
Transcend Information Inc,Taiwan,Technology,9865290
Transcom Inc/Taiwan,Taiwan,Technology,7923346
Transcontinental Inc,Canada,Industrials,9406185
Transcosmos Inc,Japan,Technology,25969447
Transurban Group,Australia,Industrials,415635783
Traton SE,Germany,Industrials,23659287
Travel + Leisure Co,United States,Consumer Discretionary,29932776
TravelCenters of America Inc,United States,Consumer Discretionary,6493100
TravelSky Technology Ltd,China,Technology,51617320
Travelers Cos Inc/The,United States,Financials,229287146
Travere Therapeutics Inc,United States,Health Care,4521450
Travis Perkins PLC,United Kingdom,Industrials,9042301
Treace Medical Concepts Inc,United States,Health Care,10702512
Treasure Factory Co Ltd,Japan,Consumer Discretionary,997566
Treasury Wine Estates Ltd,Australia,Consumer Staples,200642493
Tredegar Corp,United States,Basic Materials,10
TreeHouse Foods Inc,United States,Consumer Staples,9658481
Trelleborg AB,Sweden,Industrials,110247459
Tremor International Ltd,Israel,Consumer Discretionary,9102430
Trend Micro Inc/Japan,Japan,Technology,32017953
Trent Ltd,India,Consumer Discretionary,25121063
Trex Co Inc,United States,Industrials,35762839
Tri Chemical Laboratories Inc,Japan,Basic Materials,11224829
Tri Pointe Homes Inc,United States,Consumer Discretionary,17632225
TriMas Corp,United States,Industrials,6442976
TriNet Group Inc,United States,Industrials,34684649
Tricon Residential Inc,Canada,Real Estate,21378311
Trident Ltd/India,India,Consumer Discretionary,4285556
Trigano SA,France,Consumer Discretionary,71359305
Trimble Inc,United States,Industrials,159987615
Trinity Industries Inc,United States,Industrials,21951467
Trinseo PLC,United States,Industrials,7310349
Trip.com Group Ltd,China,Consumer Discretionary,225463997
TripAdvisor Inc,United States,Consumer Discretionary,18574185
Triple Flag Precious Metals Corp,Canada,Basic Materials,9686704
Tripod Technology Corp,Taiwan,Technology,25317084
Triputra Agro Persada PT,Indonesia,Consumer Staples,3074597
Tritax Big Box REIT PLC,United Kingdom,Real Estate,61791581
Triton International Ltd,United States,Industrials,42827036
Triumph Financial Inc,United States,Financials,4248367
Triumph Group Inc,United States,Industrials,4009172
Troax Group AB,Sweden,Basic Materials,14291361
Tronox Holdings PLC,United States,Basic Materials,16634946
True Corp PCL,Thailand,Telecommunications,2713156
TrueBlue Inc,United States,Industrials,4745115
Truecaller AB,Sweden,Technology,16039497
Truist Financial Corp,United States,Financials,540169962
Truly International Holdings Ltd,Hong Kong,Technology,2958030
Trupanion Inc,United States,Financials,17687101
Trusco Nakayama Corp,Japan,Industrials,30554691
Trustmark Corp,United States,Financials,19060162
Trustpilot Group PLC,United Kingdom,Technology,5542656
Truworths International Ltd,South Africa,Consumer Discretionary,6045290
Tryg A/S,Denmark,Financials,254070253
Tsingtao Brewery Co Ltd,China,Consumer Staples,126541618
Tsubaki Nakashima Co Ltd,Japan,Industrials,4874077
Tsubakimoto Chain Co,Japan,Industrials,21883897
Tsuburaya Fields Holdings Inc,Japan,Consumer Discretionary,196323
Tsugami Corp,Japan,Industrials,5315892
Tsukishima Kikai Co Ltd,Japan,Industrials,11270151
Tsukuba Bank Ltd,Japan,Financials,170990
Tsumura & Co,Japan,Health Care,21540040
Tsuruha Holdings Inc,Japan,Consumer Staples,55326142
Tsurumi Manufacturing Co Ltd,Japan,Industrials,2724495
Tsutsumi Jewelry Co Ltd,Japan,Consumer Discretionary,1029950
TuSimple Holdings Inc,United States,Industrials,3451254
Tubacex SA,Spain,Basic Materials,2028492
Tube Investments of India Ltd,India,Basic Materials,27431614
Tune Protect Group Bhd,Malaysia,Financials,528170
Tung Ho Steel Enterprise Corp,Taiwan,Basic Materials,17508994
Tung Thih Electronic Co Ltd,Taiwan,Consumer Discretionary,4663793
Turk Hava Yollari AO,Turkey,Consumer Discretionary,71517866
Turk Traktor ve Ziraat Makineleri AS,Turkey,Industrials,63676964
Turk Tuborg Bira ve Malt Sanayii AS,Turkey,Consumer Staples,2
Turkcell Iletisim Hizmetleri AS,Turkey,Telecommunications,55647854
Turkiye Is Bankasi AS,Turkey,Financials,17144587
Turkiye Petrol Rafinerileri AS,Turkey,Energy,120930317
Turkiye Sise ve Cam Fabrikalari AS,Turkey,Industrials,90067089
Turning Point Brands Inc,United States,Consumer Staples,1587642
Turtle Beach Corp,United States,Consumer Discretionary,773643
Tutor Perini Corp,United States,Industrials,170547
Tuya Inc,China,Technology,10
Tv Tokyo Holdings Corp,Japan,Consumer Discretionary,1693178
Twilio Inc,United States,Technology,82516450
Twist Bioscience Corp,United States,Health Care,9631002
Two Harbors Investment Corp,United States,Financials,12004771
Tyler Technologies Inc,United States,Technology,163705290
Tyntek Corp,Taiwan,Industrials,1937850
Tyro Payments Ltd,Australia,Industrials,1333423
Tyson Foods Inc,United States,Consumer Staples,84747959
U-Haul Holding Co,United States,Consumer Discretionary,58946916
U-Ming Marine Transport Corp,Taiwan,Industrials,5752529
UACJ Corp,Japan,Basic Materials,10232655
